"tweet_id";"tweet_text"
9736395756;"comunicado 27/02: festival viña del mar suspedido por terremoto http://bit.ly/aiadix"
9736358926;"rt @jupiter_mag: caída de muro en cárcel de chillán permite huida de 209 reos http://bit.ly/dvdnzw #terremotochile"
9738343688;"rt @yomeroquai: fyi el servicio de radio d nextel está funcionando para comunicarse a chil"
9738356003;"@csierralta bien... me asuste a noche   y estoy preocupada porque tengo muchos amigos en conce que no se nada de ellos #replica"
9738381184;"que se reporten las personas porfavor. como están?"
9734016230;"rt @amartino: es oficial: el tsunami se espera en hawaii a las 11:19 hora local  http://bit.ly/9zzms3"
9734106615;"#terremotochile #terremoto intendente confirma tsunami en archipiélago juan fernández tras terremoto de esta madrugada"
9773468361;"rt @albertoravell: la mansion que tiene viejito perverso en santiago no sufrio daño alguno en el terremoto."
9774746586;"@tvn_mauricio y donde están las fuerzas policiales impidiendo estas situaciones?"
9774823474;"estoy pa´ dentro con los saqueos de conce... caótico y tercermundista!!"
9774838249;"saqueadores dicen q es necesidad y se roban plasma"
9775071405;"centenares de personas realizan saqueos en supermercado en concepción http://xd.cl/fabd5d #chile #noticias #medios #prensa"
9775162062;"fuerza concepción!....se pide ayuda con urgencia para esa gente por favo"
9773588089;"les recomiendo una lectura a esta pág: /www.rescate.com. que hacer ante"
9772924319;"victoria  103.9 es uno de los medios más participativos e interactivos y brinda búen"
9773233766;"( #chile - chile ) fuerte replica en este momento en santiago!!!!!"
9785803778;"rt @tvnlab: rt @aradx: rt @myricri: estoy en busca de esteban espinoza ansieta esta en concepcion  #terremotochile #fuerzachile #rptw"
9782333472;"rt @movistarchile: puedes llamar gratis de todos los teléfonos publicos @movistarchile del pai"
9775906978;"fue demasido heavy el terremoto estoy muy nerviosa x las replicas. fuerza chile ¡"
9776152936;"foto del grupo @luminateband en su ultimo show en san antonio la pasada noche http://yfrog.com/1yaksyj"
9775209398;"@tvn_mauricio ¿ no será bueno que las fuerzas armadas ayuden a mantener el orden y evitar los saqueos ?"
9775294021;"rt @metrodesantiago: atenciÓn: metro opera servicio con normalidad en l1 y parcial en otras 3 líneas más información en http://bit.ly/93tjln"
9775479151;"mi estómago me recuerda q amanecí a punta de café y cigarros y no he comido nada...serán huevos nueva"
9775493789;"@tvn_mauricio  busca a braulio valenzuela bernal y ruby rioseco ceballos en chiguayante (costanera biobio). braulio y mauricio estan bien"
9775576637;"a seguir dandole con lo tettoss a ver que pasa !!! un abrazo muy grande a todos los afectados en chile! mucha fuerzaa!! dios los proteja!!"
9786293282;"@panzho dicen que s"
9786300093;"@djdroga adjunta líder vecino matucana con mapocho stgo. centro. hay de todo... un poco congestionado cierran a las 22:00"
9786320762;"rt @victoria1039fm: expresa tu opinión por el cierre técnico de victoria fm. entra a conatel: www.conatel.gob.ve. sugerencias."
9786374953;"@edo_arevalo cuerpo encontrado en llo lleo no corresponde a hijo de mi amigo edo mitjans favor retuitea esta info"
9786411517;"ya puesss.....canales de informacion necesitamos informacion de las comunas al otro lado del biobio"
9786417436;"la presidenta confirma 708 fallecidos #terremotochile #24h"
9786465351;"@jonaticax123 es verdad! ya an pasado 2 dias del terremoto y no a mandado ayuda la señora!.mas encima se las da y no acepta la internacional"
9786482932;"bachelet confirma 708 muertos: 541 en el maul"
9786495259;"rt @adryx: la presidente bachelet anuncia que hay más de 700 muertos en chile por el terremoto http://bit.ly/b1abj6 #terremotochile"
9786538163;"uff van 708 victimas del terremoto.. y la lo peor de todo es que la cifra va en aumento"
9786579079;"@biankacampbell es katiucker en el foro? yo senti q ella se encuentra bien q se comunico con una de las vondys para dejarnos tranquilas"
9786597310;"@matiasrivade los 350 de constitución!"
9786604336;"rt @nadaseralomismo: chicos mensaje de chilectra fue utilizar la energía en forma responsable sólo lo que necesitemo"
9782345741;"rt @tvn_mauricio: rt @movistarchile hoy hasta las 23:59 las llamadas de larga distancia nacional (red fija) serán grati"
9786782009;"@mflowak47 porq por encima dime un motivooo porq el iphone es mejor q el blackberryq"
9777267943;"lider de 10 de julio con dieciocho esta abierto #terremotochile favor de rt"
9777288600;"@tvn_monicar por favor  han hablado de muchas ciudades de concepcion pero me podrian dar informacion de lota no se ha hablado nada"
9777309206;"animacion de los temblores en el mund"
9777320468;"busco a luis antonio pinto alvarez y a su familia en concepcion"
9777341791;"todos a conatel el jueves 4 para defender a victoria 103.9 del cierre tÉcnico"
9777372317;"@javomedina no es lo q le han dicho a @darcyvergara por teléfono."
9777489341;"pareciera que ya es hora de aceptar la ayuda internacional #terremotochile"
9777528031;"hospital san fernando: problemas de fisuras en tabiquerí"
9777568937;"rt @carolinamillan: rt @juanpablotapia: por favor si alguien sabe de marco raineri y lorena romero en concepción que avise. (rt!)"
9785601809;"@carlaangola..y saqueos además..! si eso es en chile..no quiero imaginar como sería acá..."
9785702369;"por favor rescaten a los leones atrapados en jaulas en iloca.
hago un llamado a los programas de animales para su rescate. "
9785775558;"@salentoq se refiere al terremoto de haiti? puede explicar un poco mas?"
9785813968;"en las noticia"
9785841039;"@tvn_mauricio en zapala buscan a flor laneros y luis villanueva en santiago"
9785688848;"rt @netjoven: alerta de tsunami en hawaii: actores de lost evacuados   http://netjoven.pe/nsbr"
9786033911;"zona de estado :|"
9788812915;"rt @pedrofuentes: info de lo que resulte al darle #unmejoruso a nuestras habilidades digitales sigan a  @digitalesxchile #terremotochile"
9788796825;"rt @aayala19: repito a todos aquellos fuera de chil"
9788797378;"rt @cruzrojainforma: carabineros ha debido emplear medidas extremas de fuerza para evitar saqueos. #terremotochile por favor no se expon ..."
9788957729;"lo peor de #terremotochile es la gente que aprovecha de saquea"
9788711344;"rt @apokalipsys: rt: @waterminder: @copano @apokalipsys tomamos contacto con la empresa aguas araucania y desmiente accion de corte. #temuco"
9787897783;"rt @jumastorga: no hay alerta de tsunami en ninguna zona de chile. desmentido total y categÓrico de la armada y de defensa"
9789098040;"terremoto en chile luces extrañas antes del terremoto haarp? http://bit.ly/9tgkjk"
9789139568;"@tvn_mauricio @tvn24h nueva replica del terremoto en temuco... gracias a dios fue despacio"
9788795228;"rt @parq: si hay arqs dispuestos a ayudar a gente a evaluar daños de sus casa"
9789084210;"rt @a_parraguez: en pichilemu: la ciudad se encuentra sin electricidad y sin comunicacion. la conectividad vial se regularizó. se ruega  ..."
9789238876;"si alguien tiene informacion de chiguayante por favor"
9776337793;"rt @gash276: asi es!  rt @leonardo_padron: ""hoy la felicidad no es que te ocurran cosas buena "
9776717583;"rt @todounexceso: olas de 5 metros azotan talcahuano y arrastran embarcaciones y casas"
9776790386;"miles de litros de vinos derramados en chile. perdidas en millones d $"
9776847397;"@arambarra la destruccion es grande y por el momento ha sido dificil prestar apoyo a los mas afectados"
9776891578;"pág facbookgente que busca gente en chile http://tinyurl.com/yfgzn5v otra vía + de comunicar ahora 450 personas inscritas"
9778494618;"rt @guidoarce: @panchosagredo las llamadas de movístar desde el extranjeros también son gratis"
9782127597;"@nerinarchie no te das una idea lo preocupada qe esto"
9780963429;"rt @isaacbenavides: @marcoswitt oren por chile por favor...me imagino que vuestra comunidad hispana deben haber varios chilenos...bendic ..."
9782178787;"@cnnchile por favor: noticias de los angeles! no hay comunicación desde el terremot"
9782244638;"rt @edalgomezn  rt @jumastorga: a partir de las 5 de la tarde se efectuarán los funerales masivos de las víctimas de la región del maule"
9781918382;"rt @chungunga: mas de 24 horas han pasado y aun no llega ayuda concreta a concepcion la misma alcaldesa exige mayor rapidez!!!!!santiago ..."
9781481735;"saqueo ....que le pasen la boleta  de lider a los milicos y al gobierno. no veo el drama"
9781504331;"rt @je_nna: embajadas chilenas están recibiendo chilenos y contactan fliares directamente a sus hogares o centros de refugio #terremotochile"
9781562509;"así con el saqueo desde dentro en chv"
9781674476;"@kvzonhall se supone q a la tarde llega."
9781754643;"hola somos de iquique necesitamos saber de la ciudad de cauquenes no muestran nada en las noticias.... porfa"
9781786463;"la ""coca"" dice que el gobierno parece que tiene diagnóstico insuficiente de lo que ocurre en el sur... está indignada en cnn "
9770458902;"#terremotochile rt @gentedimare: rt @yosoyallendista presidenta: 2 millones de damnificados (via @flagrados)"
9782693827;"me ducho y parto a @snscafe"
9782761403;"@soledadonettonecesito saber acerca de santa cruz  por que estan totalmente aislados y a mi mama ya se le acabo la bateria del celu."
9782768896;"ya estamos al air"
9782812306;"rt @oscarabp: pacifico peruano se aleja unos 100mts de su costa normal como secuela del terremoto http://tweetphoto.com/12826733"
9782742362;"rt @copano: lo de chv y el supermercado es realmente impactante. pendejos robando todo menos comida. verguenza deberia darles."
9782877129;"@copano mas vergüenza le debiera dar a chv que esta preocupado de d&s y no de la catástrofe loco"
9782998187;"acabo de llegar a santiago. ruta rapel melipilla del terror. la familia y los amigos todo bien hasta ahora."
9787611264;"este año construiremos en perú y chile : andrés arango sarmient"
9787662924;"rt @carolinamillan: como hacen toque de queda en conce las personas que quedaron sin techo?// el albergues o algo asi??"
9787694269;"@tamyta0803 el mio tampoco.----desde las 8 de la mñana... solo aparecen mis tuiteos"
